keystone_run_id,keystone_team_id,completed_at,season,mythic_level,keystone_time_ms,faction,dungeon_name,dungeon_short_name,dungeon_slug,dungeon_patch,modifier_1,modifier_2,modifier_3,tank_name,tank_race,tank_race_id,tank_class,tank_class_id,tank_spec,tank_spec_id,tank_ilvl,healer_name,healer_race,healer_race_id,healer_class,healer_class_id,healer_spec,healer_spec_id,healer_ilvl,dps_1_name,dps_1_race,dps_1_race_id,dps_1_class,dps_1_class_id,dps_1_spec,dps_1_spec_id,dps_1_ilvl,dps_2_name,dps_2_race,dps_2_race_id,dps_2_class,dps_2_class_id,dps_2_spec,dps_2_spec_id,dps_2_ilvl,dps_3_name,dps_3_race,dps_3_race_id,dps_3_class,dps_3_class_id,dps_3_spec,dps_3_spec_id,dps_3_ilvl,clear_time_ms
7736950,396574265,2026-04-05 22:58:58+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Alterutrum,Night Elf,4,Monk,10,Brewmaster,268,271.062,Obvioustree,Night Elf,4,Druid,11,Restoration,105,273.312,Hexotrail,Dracthyr,70,Evoker,13,Augmentation,1473,276.562,Summonmyex,Dracthyr,52,Warlock,9,Demonology,266,271.375,Sjokkzdk,Night Elf,4.0,Death Knight,6.0,Unholy,252.0,273.375,1570627
7739296,396576419,2026-04-05 23:06:12+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Monkifunky,Night Elf,4,Monk,10,Brewmaster,268,273.25,Mellykitty,Night Elf,4,Druid,11,Restoration,105,273.875,Trinvoker,Dracthyr,70,Evoker,13,Augmentation,1473,276.188,Fdcd,Blood Elf,10,Paladin,2,Retribution,70,273.688,Démomolle,Dwarf,3.0,Warlock,9.0,Demonology,266.0,272.5,1692251
7776161,396609537,2026-04-05 23:10:55+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Zankmonk,Dwarf,3,Monk,10,Brewmaster,268,272.0,Taliia,Night Elf,4,Monk,10,Mistweaver,270,273.0,Xyllimage,Night Elf,4,Mage,8,Frost,64,272.0,Bøunce,Troll,8,Druid,11,Feral,103,273.0,Taddìct,Orc,2.0,Warlock,9.0,Demonology,266.0,274.0,1678155
7754859,396590489,2026-04-05 23:13:26+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Azeron,Blood Elf,10,Monk,10,Brewmaster,268,275.0,Kyâra,Night Elf,4,Monk,10,Mistweaver,270,269.938,Malêna,Blood Elf,10,Warlock,9,Demonology,266,274.375,Datvss-203933219,Dwarf,3,Warrior,1,Arms,71,273.75,Spenst,Dwarf,3.0,Hunter,3.0,Beast Mastery,253.0,273.375,1576084
7743626,396558577,2026-04-05 23:20:20+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Shoxine,Night Elf,4,Monk,10,Brewmaster,268,272.5,Gâîa,Night Elf,4,Druid,11,Restoration,105,276.188,Namelessxo,Human,1,Paladin,2,Retribution,70,273.75,Vitjadrake,Dracthyr,70,Evoker,13,Augmentation,1473,266.562,Dxdxdxdxdxdx,Human,1.0,Death Knight,6.0,Unholy,252.0,273.5,1701502
7760494,396545337,2026-04-05 23:28:46+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Izub,Dwarf,3,Monk,10,Brewmaster,268,270.938,Rosinante,Night Elf,4,Druid,11,Restoration,105,273.875,Landoe,Human,1,Death Knight,6,Unholy,252,276.375,Notetipdemon,Void Elf,29,Demon Hunter,12,Devourer,1480,274.188,Jstmagedw,Dwarf,3.0,Mage,8.0,Frost,64.0,273.938,1612068
7861969,396687805,2026-04-05 23:43:13+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Сенятуборг,Dwarf,3,Monk,10,Brewmaster,268,273.0,Barkzy,Night Elf,4,Druid,11,Restoration,105,272.0,Scrny,Dwarf,3,Mage,8,Frost,64,273.0,Kooky,Night Elf,4,Demon Hunter,12,Devourer,1480,274.0,Йши,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,273.0,1697124
7755619,396591179,2026-04-05 23:50:53+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Berts,Human,1,Warrior,1,Protection,73,273.5,Thèosdruid,Night Elf,4,Druid,11,Restoration,105,273.062,Racalaca,Dwarf,3,Paladin,2,Retribution,70,273.375,Mcsnooze,Night Elf,4,Hunter,3,Beast Mastery,253,274.062,Ultralock,Orc,2.0,Warlock,9.0,Demonology,266.0,273.438,1671202
7755814,396591353,2026-04-05 23:51:58+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Nyzzu,Dwarf,3,Monk,10,Brewmaster,268,273.375,Khaptastend,Night Elf,4,Druid,11,Restoration,105,274.188,Kìwìkakì,Mag'har Orc,36,Shaman,7,Enhancement,263,276.812,Auchamonk,Orc,2,Monk,10,Windwalker,269,271.5,Kãrura,Goblin,9.0,Warlock,9.0,Demonology,266.0,273.688,1610015
7772198,396605993,2026-04-06 00:03:40+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Tinylumen,Human,1,Paladin,2,Protection,66,269.0,Milkies-304492419,Orc,2,Druid,11,Restoration,105,0.0,Arjnoxcho,Dwarf,3,Shaman,7,Elemental,262,273.0,Toxicolock-301067736,Haranir,91,Warlock,9,Demonology,266,274.0,Mojoto,Goblin,9.0,Priest,5.0,Shadow,258.0,273.0,1621659
7839594,396667779,2026-04-06 00:07:13+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Bombey,Blood Elf,10,Monk,10,Brewmaster,268,268.0,Azelhart,Dracthyr,52,Evoker,13,Preservation,1468,271.0,Slarkya,Human,1,Paladin,2,Retribution,70,273.0,Proxx,Human,1,Hunter,3,Beast Mastery,253,273.0,Trâydk,Human,1.0,Death Knight,6.0,Unholy,252.0,274.0,1631910
7773643,396442388,2026-04-06 00:42:40+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Signfly,Night Elf,4,Druid,11,Guardian,104,275.875,Kymzii,Night Elf,4,Monk,10,Mistweaver,270,270.375,Kówlath,Night Elf,4,Priest,5,Shadow,258,271.312,Nialobolt,Night Elf,4,Warlock,9,Demonology,266,274.062,Stönzz,Night Elf,4.0,Druid,11.0,Balance,102.0,272.062,1700162
7793979,396625479,2026-04-06 00:45:12+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Basati,Night Elf,4,Druid,11,Guardian,104,273.0,Asdernia,Human,1,Monk,10,Mistweaver,270,273.0,Sikidk,Orc,2,Death Knight,6,Unholy,252,276.0,Ylrem,Void Elf,29,Rogue,4,Subtlety,261,272.0,Matemágico,Gnome,7.0,Mage,8.0,Frost,64.0,272.0,1704820
7828165,396657549,2026-04-06 00:45:42+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Kronkm-300689464,Haranir,91,Monk,10,Brewmaster,268,271.0,Sondimonk,Night Elf,4,Monk,10,Mistweaver,270,274.0,Santellx,Night Elf,4,Hunter,3,Beast Mastery,253,273.0,Cadivoker,Dracthyr,52,Evoker,13,Augmentation,1473,274.0,Flygeknurr,Dark Iron Dwarf,34.0,Death Knight,6.0,Unholy,252.0,274.0,1407760
7845252,396672879,2026-04-06 00:47:35+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Sea,Dwarf,3,Monk,10,Brewmaster,268,275.0,Boxthyr,Dracthyr,70,Evoker,13,Preservation,1468,276.0,Bellumv,Blood Elf,10,Warlock,9,Demonology,266,276.0,Møønkey-91870507,Blood Elf,10,Monk,10,Windwalker,269,275.0,Manguilon,Night Elf,4.0,Druid,11.0,Balance,102.0,276.0,1696483
7856555,396682966,2026-04-06 00:50:44+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Clododésossé,Dark Iron Dwarf,34,Death Knight,6,Blood,250,274.0,Chiisaichan,Dwarf,3,Paladin,2,Holy,65,273.0,Helyanwee,Blood Elf,10,Hunter,3,Marksmanship,254,275.0,Kabaday,Night Elf,4,Demon Hunter,12,Devourer,1480,273.0,Zòmby,Dwarf,3.0,Shaman,7.0,Elemental,262.0,272.0,1700329
7880577,396704367,2026-04-06 00:55:23+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Ridzilla,Troll,8,Druid,11,Guardian,104,274.0,Deboiteuurr,Haranir,91,Monk,10,Mistweaver,270,272.0,Nhealii,Night Elf,4,Demon Hunter,12,Devourer,1480,274.0,Flexfall,Void Elf,29,Priest,5,Shadow,258,277.0,Развратка-247782992,Blood Elf,10.0,Mage,8.0,Frost,64.0,273.0,1688389
7832530,396602563,2026-04-06 00:59:39+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Samatai,Kul Tiran,32,Monk,10,Brewmaster,268,272.0,Toiletrulle,Dracthyr,70,Priest,5,Discipline,256,275.0,Straynehunt,Dracthyr,70,Hunter,3,Marksmanship,254,275.0,Darkketh,Orc,2,Death Knight,6,Unholy,252,274.0,Rizzlydh,Void Elf,29.0,Demon Hunter,12.0,Devourer,1480.0,272.0,1650008
7779005,396612059,2026-04-06 01:00:47+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Mapoutre,Night Elf,4,Monk,10,Brewmaster,268,273.188,Almeypala,Dwarf,3,Paladin,2,Holy,65,273.375,Scorpylock,Dwarf,3,Warlock,9,Demonology,266,277.812,Glaern,Dwarf,3,Shaman,7,Elemental,262,276.812,Katxzap,Orc,2.0,Shaman,7.0,Elemental,262.0,272.938,1395925
7914284,396733538,2026-04-06 01:31:54+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Motivateqt,Dwarf,3,Monk,10,Brewmaster,268,271.0,Eniram,Night Elf,4,Priest,5,Discipline,256,271.0,Bigbreath,Dracthyr,52,Evoker,13,Augmentation,1473,270.0,Razzagall,Night Elf,4,Demon Hunter,12,Devourer,1480,276.0,Dåvyjønes,Mag'har Orc,36.0,Death Knight,6.0,Unholy,252.0,274.0,1627158
7787745,396619840,2026-04-06 01:55:17+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Fäustefatima,Haranir,86,Monk,10,Brewmaster,268,275.188,Ufô,Orc,2,Shaman,7,Restoration,264,272.188,Lxviathxn,Dracthyr,52,Evoker,13,Augmentation,1473,276.125,Zahnprothese,Mag'har Orc,36,Death Knight,6,Unholy,252,272.938,Crazysheet,Dwarf,3.0,Paladin,2.0,Retribution,70.0,268.438,1614033
7793062,396624668,2026-04-06 02:17:08+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Rezamonk,Dwarf,3,Monk,10,Brewmaster,268,272.312,Ossu,Blood Elf,10,Monk,10,Mistweaver,270,274.188,Vulcore,Human,1,Paladin,2,Retribution,70,275.125,Mayllis,Night Elf,4,Warlock,9,Demonology,266,273.938,Inchanara,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,272.375,1671296
7805426,396636896,2026-04-06 02:31:47+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Flaay,Orc,2,Monk,10,Brewmaster,268,274.0,Мапостол,Tauren,6,Shaman,7,Restoration,264,272.0,Kwende,Night Elf,4,Demon Hunter,12,Devourer,1480,273.0,Rozkuwiator,Blood Elf,10,Paladin,2,Retribution,70,273.0,Asaplocky,Orc,2.0,Warlock,9.0,Demonology,266.0,273.0,1694232
7856937,396683298,2026-04-06 05:02:08+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Trippout,Haranir,91,Monk,10,Brewmaster,268,273.0,Hisui-243068957,Blood Elf,10,Priest,5,Discipline,256,272.0,Fuwn,Night Elf,4,Mage,8,Frost,64,274.0,Dramenia,Dracthyr,70,Evoker,13,Augmentation,1473,272.0,Genosha,Undead,5.0,Warlock,9.0,Affliction,265.0,275.0,1650558
7866516,396691839,2026-04-06 06:55:22+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Kjïl,Night Elf,4,Monk,10,Brewmaster,268,273.25,Skyqt,Night Elf,4,Monk,10,Mistweaver,270,269.688,Tarude,Troll,8,Druid,11,Balance,102,274.188,Twoshotqtx,Dwarf,3,Hunter,3,Marksmanship,254,275.625,Malia,Human,1.0,Paladin,2.0,Retribution,70.0,272.062,1619339
7867686,396692903,2026-04-06 06:59:24+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Nkisha,Haranir,91,Druid,11,Guardian,104,271.688,Obeÿ,Undead,5,Priest,5,Discipline,256,272.438,Nosdormu,Dracthyr,70,Evoker,13,Augmentation,1473,272.5,Ентил,Night Elf,4,Warrior,1,Fury,72,273.125,Moriathus-287959105,Void Elf,29.0,Death Knight,6.0,Unholy,252.0,271.312,1439072
7895575,396717328,2026-04-06 07:54:55+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Lingur,Night Elf,4,Demon Hunter,12,Vengeance,581,275.188,Сасаети,Haranir,91,Druid,11,Restoration,105,275.25,Brorrock,Orc,2,Death Knight,6,Unholy,252,274.5,Hassdragosa,Dracthyr,70,Evoker,13,Augmentation,1473,274.75,Biixiie,Night Elf,4.0,Priest,5.0,Shadow,258.0,275.375,1706735
8057941,396863893,2026-04-06 08:04:59+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Alysaliu,Night Elf,4,Monk,10,Brewmaster,268,274.0,Käwett,Dwarf,3,Shaman,7,Restoration,264,271.0,Jxlock,Orc,2,Warlock,9,Demonology,266,275.0,Рттв,Dwarf,3,Death Knight,6,Unholy,252,273.0,Neverhappy,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,274.0,1643205
7904208,396724581,2026-04-06 08:25:56+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Dompapa,Dwarf,3,Monk,10,Brewmaster,268,276.812,Buss,Dwarf,3,Shaman,7,Restoration,264,277.0,Kepi,Blood Elf,10,Death Knight,6,Unholy,252,272.688,Lanicor,Night Elf,4,Priest,5,Shadow,258,271.25,Corristo,Night Elf,4.0,Warlock,9.0,Demonology,266.0,275.812,1659196
7944670,396760747,2026-04-06 09:20:05+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Iwonk,Night Elf,4,Monk,10,Brewmaster,268,273.0,Prulation,Night Elf,4,Priest,5,Discipline,256,274.0,Smirk,Night Elf,4,Hunter,3,Beast Mastery,253,274.0,Neks,Night Elf,4,Druid,11,Feral,103,275.0,Drphilliam,Night Elf,4.0,Warrior,1.0,Arms,71.0,274.0,1424589
8096802,396898735,2026-04-06 09:34:17+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Ramonk-57380112,Tauren,6,Monk,10,Brewmaster,268,273.0,Aligndruid,Night Elf,4,Druid,11,Restoration,105,272.0,Hirvihotline,Haranir,91,Hunter,3,Marksmanship,254,272.0,Kp,Goblin,9,Hunter,3,Survival,255,273.0,Tinzza,Mag'har Orc,36.0,Death Knight,6.0,Unholy,252.0,272.0,1569768
7971966,396785300,2026-04-06 09:34:17+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Odapur,Human,1,Monk,10,Brewmaster,268,274.0,Ngoccita,Pandaren,25,Monk,10,Mistweaver,270,271.0,Shreked,Human,1,Warlock,9,Demonology,266,273.0,Rocksee,Night Elf,4,Druid,11,Feral,103,272.0,Khaeltha,Blood Elf,10.0,Hunter,3.0,Marksmanship,254.0,274.0,1540371
8137127,396938575,2026-04-06 10:34:31+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Thorchug,Dwarf,3,Monk,10,Brewmaster,268,274.0,Shamicare,Orc,2,Shaman,7,Restoration,264,270.0,Yoyo,Pandaren,25,Death Knight,6,Unholy,252,273.0,Киркси,Night Elf,4,Demon Hunter,12,Devourer,1480,275.0,Alistorm,Dwarf,3.0,Paladin,2.0,Retribution,70.0,271.0,1516810
7955965,396770876,2026-04-06 10:35:41+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,AnonD1C4757,Night Elf,4,Demon Hunter,12,Vengeance,581,275.562,Naridas,Dwarf,3,Paladin,2,Holy,65,274.312,Ramuel,Dwarf,3,Shaman,7,Elemental,262,272.625,Dakkrothx-241059704,Void Elf,29,Warlock,9,Demonology,266,273.0,Blizo-304346171,Troll,8.0,Warrior,1.0,Arms,71.0,272.938,1553960
8083527,396886766,2026-04-06 10:42:34+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Geemonk-50657694,Blood Elf,10,Monk,10,Brewmaster,268,268.0,Windycyclone,Night Elf,4,Druid,11,Restoration,105,271.0,Dræmpala,Blood Elf,10,Paladin,2,Retribution,70,274.0,Дракокек,Dracthyr,70,Evoker,13,Augmentation,1473,273.0,Månesten,Pandaren,26.0,Warlock,9.0,Demonology,266.0,274.0,1668488
7998886,396809969,2026-04-06 10:47:50+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Harryharris,Tauren,6,Druid,11,Guardian,104,272.0,Blesschu,Zandalari Troll,31,Paladin,2,Holy,65,274.0,Dhnet,Night Elf,4,Demon Hunter,12,Devourer,1480,274.0,Gigablastx,Nightborne,27,Mage,8,Frost,64,275.0,Deathkingx,Human,1.0,Death Knight,6.0,Unholy,252.0,273.0,1631044
7960250,396774700,2026-04-06 11:01:04+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Акидь,Dwarf,3,Monk,10,Brewmaster,268,273.938,Matiagmenh,Human,1,Priest,5,Discipline,256,273.062,Covidology,Human,1,Warlock,9,Demonology,266,273.125,Genôxz,Dracthyr,70,Evoker,13,Augmentation,1473,273.375,Silverligh,Night Elf,4.0,Death Knight,6.0,Unholy,252.0,275.688,1624611
8018572,396827736,2026-04-06 11:04:39+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Broosy,Dwarf,3,Monk,10,Brewmaster,268,275.0,Lundîn,Night Elf,4,Monk,10,Mistweaver,270,274.0,Faxxen,Night Elf,4,Druid,11,Balance,102,277.0,Yrixa,Dracthyr,52,Evoker,13,Augmentation,1473,273.0,Kaprdh,Blood Elf,10.0,Demon Hunter,12.0,Devourer,1480.0,273.0,1605598
7963523,396771483,2026-04-06 11:11:02+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Youdamonk,Dwarf,3,Monk,10,Brewmaster,268,272.5,Ásfa,Pandaren,25,Priest,5,Discipline,256,273.812,Chillsou,Blood Elf,10,Paladin,2,Retribution,70,271.562,Øutrigger,Dracthyr,70,Evoker,13,Augmentation,1473,272.75,Miipssdk,Dark Iron Dwarf,34.0,Death Knight,6.0,Unholy,252.0,273.812,1640074
8056077,396862230,2026-04-06 11:24:01+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Laarok,Undead,5,Monk,10,Brewmaster,268,271.0,Ziv,Night Elf,4,Priest,5,Discipline,256,276.0,Foúska,Blood Elf,10,Paladin,2,Retribution,70,274.0,Takabameta,Night Elf,4,Demon Hunter,12,Devourer,1480,271.0,Smaugeyth,Dracthyr,70.0,Evoker,13.0,Augmentation,1473.0,275.0,1618448
7967372,396781205,2026-04-06 11:24:02+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Uglybaby,Dwarf,3,Monk,10,Brewmaster,268,273.688,Imroxität,Night Elf,4,Druid,11,Restoration,105,272.5,Pvp,Night Elf,4,Demon Hunter,12,Devourer,1480,271.688,Knarild,Dracthyr,70,Evoker,13,Augmentation,1473,271.438,Artorias,Human,1.0,Death Knight,6.0,Unholy,252.0,274.5,1598864
8424982,397195656,2026-04-06 11:31:57+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Rgtk,Dwarf,3,Monk,10,Brewmaster,268,275.0,Эйлуня,Night Elf,4,Druid,11,Restoration,105,273.0,Detheprime,Orc,2,Death Knight,6,Unholy,252,276.0,Theghouldogx,Night Elf,4,Demon Hunter,12,Havoc,577,274.0,Augtismx,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,274.0,1689433
7970574,396784046,2026-04-06 11:37:36+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Бычкуемся,Dwarf,3,Monk,10,Brewmaster,268,273.438,Bluebamboo,Pandaren,26,Monk,10,Mistweaver,270,273.688,Gömpir,Dwarf,3,Paladin,2,Retribution,70,274.125,Finkel,Dwarf,3,Shaman,7,Elemental,262,274.562,Novdk,Night Elf,4.0,Death Knight,6.0,Unholy,252.0,271.5,1516259
7972652,396785926,2026-04-06 11:42:31+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Lingabrew-111431856,Pandaren,26,Monk,10,Brewmaster,268,275.375,Monzster,Dwarf,3,Shaman,7,Restoration,264,275.188,Achiotwo,Night Elf,4,Demon Hunter,12,Devourer,1480,271.812,Thefireknigh,Human,1,Death Knight,6,Unholy,252,271.125,Umbraevus,Night Elf,4.0,Rogue,4.0,Assassination,259.0,273.75,1517432
7979763,396784829,2026-04-06 11:55:29+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Beerkas,Pandaren,25,Monk,10,Brewmaster,268,275.125,Khalèna,Haranir,86,Druid,11,Restoration,105,275.375,Stelo,Void Elf,29,Mage,8,Frost,64,275.188,Juanera,Human,1,Paladin,2,Retribution,70,273.375,Aúrorá,Dracthyr,52.0,Evoker,13.0,Augmentation,1473.0,273.938,1688668
8079007,396882776,2026-04-06 12:11:02+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Neødh,Blood Elf,10,Demon Hunter,12,Vengeance,581,272.0,Xhszoàz,Night Elf,4,Monk,10,Mistweaver,270,273.0,Sedjdekay,Orc,2,Death Knight,6,Unholy,252,266.0,Falsekong-301599822,Haranir,86,Hunter,3,Marksmanship,254,273.0,Sphàx,Blood Elf,10.0,Priest,5.0,Shadow,258.0,274.0,1696067
7987021,396799228,2026-04-06 12:11:20+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Сатанпавер,Dark Iron Dwarf,34,Death Knight,6,Blood,250,273.688,Meandanimals-24967771,Tauren,6,Druid,11,Restoration,105,273.312,Nerlordin,Dwarf,3,Shaman,7,Elemental,262,275.125,Helloing,Night Elf,4,Demon Hunter,12,Devourer,1480,276.812,Сарумяу-239032720,Blood Elf,10.0,Paladin,2.0,Retribution,70.0,274.188,1437612
7990123,396802077,2026-04-06 12:19:35+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Chírt,Night Elf,4,Monk,10,Brewmaster,268,275.0,Funnyp,Blood Elf,10,Paladin,2,Holy,65,271.625,Saphiragosa,Dracthyr,70,Evoker,13,Augmentation,1473,274.188,Golbûte,Human,1,Warlock,9,Demonology,266,273.938,Råvager,Night Elf,4.0,Warrior,1.0,Arms,71.0,273.75,1620008
7990471,396802390,2026-04-06 12:20:38+00:00,season-mn-1,16,1800999,mixed,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Ingraincap,Blood Elf,10,Monk,10,Brewmaster,268,274.062,Neton,Night Elf,4,Druid,11,Restoration,105,276.812,Whyshaman,Orc,2,Shaman,7,Elemental,262,272.5,Maboote,Blood Elf,10,Death Knight,6,Unholy,252,274.062,Tossuyo,Night Elf,4.0,Mage,8.0,Frost,64.0,274.312,1617550
7992987,390648267,2026-04-06 12:28:00+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Lopon,Human,1,Monk,10,Brewmaster,268,271.5,Treemox,Night Elf,4,Druid,11,Restoration,105,273.5,Dagobane,Dark Iron Dwarf,34,Shaman,7,Elemental,262,274.375,Alwash,Night Elf,4,Hunter,3,Survival,255,273.562,Shehynmeta,Night Elf,4.0,Demon Hunter,12.0,Devourer,1480.0,275.375,1611918
7993768,396805360,2026-04-06 12:30:15+00:00,season-mn-1,16,1800999,alliance,Pit of Saron,POS,pit-of-saron,3.4,Tyrannical,Fortified,Xal'atath's Guile,Hxss,Dwarf,3,Monk,10,Brewmaster,268,272.25,Winnatwo,Night Elf,4,Monk,10,Mistweaver,270,272.938,Elfedlanuit,Night Elf,4,Warrior,1,Arms,71,272.688,Holaw,Pandaren,25,Warlock,9,Demonology,266,275.938,Akuariparc,Dwarf,3.0,Hunter,3.0,Beast Mastery,253.0,274.75,1476538
